Wavelength [nm] Intensity [W/(m²·nm)]
280.0	4.7309e-23
280.5	1.2307e-21
281.0	5.6895e-21
281.5	1.5662e-19
282.0	1.1946e-18
282.5	4.5436e-18
283.0	1.8452e-17
283.5	3.5360e-17
284.0	7.2670e-16
284.5	2.4856e-15
285.0	8.0142e-15
285.5	4.2613e-14
286.0	1.3684e-13
286.5	8.3823e-13
287.0	2.7367e-12
287.5	1.0903e-11
288.0	6.2337e-11
288.5	1.7162e-10
289.0	5.6265e-10
289.5	2.0749e-09
290.0	6.0168e-09
290.5	1.3783e-08
291.0	3.5052e-08
291.5	1.0913e-07
292.0	2.6830e-07
292.5	4.2685e-07
293.0	8.6466e-07
293.5	2.2707e-06
294.0	4.1744e-06
294.5	6.5911e-06
295.0	1.2290e-05
295.5	2.7826e-05
296.0	4.7904e-05
296.5	7.1345e-05
297.0	9.6800e-05
297.5	1.8608e-04
298.0	2.8988e-04
298.5	3.5789e-04
299.0	4.9211e-04
299.5	8.6068e-04
300.0	1.0205e-03
300.5	1.2450e-03
301.0	1.9300e-03
301.5	2.6914e-03
302.0	2.9209e-03
302.5	4.2840e-03
303.0	7.0945e-03
303.5	8.9795e-03
304.0	9.4701e-03
304.5	1.1953e-02
305.0	1.6463e-02
305.5	1.8719e-02
306.0	1.8577e-02
306.5	2.1108e-02
307.0	2.7849e-02
307.5	3.5635e-02
308.0	3.7837e-02
308.5	4.1430e-02
309.0	4.0534e-02
309.5	4.3306e-02
310.0	5.0939e-02
310.5	6.5540e-02
311.0	8.2922e-02
311.5	8.4080e-02
312.0	9.3376e-02
312.5	9.8984e-02
313.0	1.0733e-01
313.5	1.0757e-01
314.0	1.1969e-01
314.5	1.3060e-01
315.0	1.3625e-01
315.5	1.1838e-01
316.0	1.2348e-01
316.5	1.5036e-01
317.0	1.7158e-01
317.5	1.8245e-01
318.0	1.7594e-01
318.5	1.8591e-01
319.0	2.0470e-01
319.5	1.9589e-01
320.0	2.0527e-01
320.5	2.4525e-01
321.0	2.5024e-01
321.5	2.3843e-01
322.0	2.2203e-01
322.5	2.1709e-01
323.0	2.1226e-01
323.5	2.4861e-01
324.0	2.7537e-01
324.5	2.8321e-01
325.0	2.7894e-01
325.5	3.2436e-01
326.0	3.8120e-01
326.5	4.0722e-01
327.0	3.9806e-01
327.5	3.8465e-01
328.0	3.5116e-01
328.5	3.7164e-01
329.0	4.2235e-01
329.5	4.6878e-01
330.0	4.7139e-01
330.5	4.2800e-01
331.0	4.0262e-01
331.5	4.1806e-01
332.0	4.3623e-01
332.5	4.3919e-01
333.0	4.2944e-01
333.5	4.0724e-01
334.0	4.1497e-01
334.5	4.4509e-01
335.0	4.6388e-01
335.5	4.5313e-01
336.0	4.1519e-01
336.5	3.8214e-01
337.0	3.7380e-01
337.5	4.0051e-01
338.0	4.3411e-01
338.5	4.5527e-01
339.0	4.6355e-01
339.5	4.7446e-01
340.0	5.0180e-01
340.5	5.0071e-01
341.0	4.7139e-01
341.5	4.6935e-01
342.0	4.8934e-01
342.5	5.0767e-01
343.0	5.1489e-01
343.5	4.8609e-01
344.0	4.1843e-01
344.5	4.0307e-01
345.0	4.5898e-01
345.5	4.8932e-01
346.0	4.7778e-01
346.5	4.8657e-01
347.0	4.9404e-01
347.5	4.7674e-01
348.0	4.7511e-01
348.5	4.8336e-01
349.0	4.6564e-01
349.5	4.7805e-01
350.0	5.2798e-01
350.5	5.6741e-01
351.0	5.5172e-01
351.5	5.3022e-01
352.0	5.1791e-01
352.5	4.8962e-01
353.0	5.2040e-01
353.5	5.7228e-01
354.0	6.0498e-01
354.5	6.1156e-01
355.0	6.1140e-01
355.5	5.9028e-01
356.0	5.5387e-01
356.5	5.1942e-01
357.0	4.5673e-01
357.5	4.6215e-01
358.0	4.3006e-01
358.5	3.9926e-01
359.0	4.6953e-01
359.5	5.6549e-01
360.0	5.9817e-01
360.5	5.6531e-01
361.0	5.2024e-01
361.5	5.0956e-01
362.0	5.3420e-01
362.5	5.8510e-01
363.0	6.0191e-01
363.5	5.8541e-01
364.0	6.0628e-01
364.5	6.0058e-01
365.0	6.2359e-01
365.5	6.8628e-01
366.0	7.3532e-01
366.5	7.3658e-01
367.0	7.2285e-01
367.5	7.0914e-01
368.0	6.6759e-01
368.5	6.6310e-01
369.0	6.9315e-01
369.5	7.4469e-01
370.0	7.5507e-01
370.5	6.8261e-01
371.0	6.9338e-01
371.5	7.2051e-01
372.0	6.7444e-01
372.5	6.4253e-01
373.0	6.1886e-01
373.5	5.5786e-01
374.0	5.5640e-01
374.5	5.5227e-01
375.0	5.8930e-01
375.5	6.5162e-01
376.0	6.7480e-01
376.5	6.6390e-01
377.0	7.1225e-01
377.5	7.9455e-01
378.0	8.5595e-01
378.5	8.3418e-01
379.0	7.4389e-01
379.5	6.6683e-01
380.0	7.0077e-01
380.5	7.5075e-01
381.0	7.6383e-01
381.5	6.8837e-01
382.0	5.8678e-01
382.5	5.0762e-01
383.0	4.5499e-01
383.5	4.4049e-01
384.0	5.0968e-01
384.5	6.1359e-01
385.0	6.7355e-01
385.5	6.4363e-01
386.0	6.2100e-01
386.5	6.4570e-01
387.0	6.5147e-01
387.5	6.4204e-01
388.0	6.3582e-01
388.5	6.3136e-01
